time_s,phase,core_height_cm,vertical_speed_cm_s,ground_contact,x_cm,vx_cm_s
2.900000000000000355e-01,0.000000000000000000e+00,1.613754937577875026e+01,1.043272185106965816e-03,1.000000000000000000e+00,4.266011850397738447e-02,-6.010078334752365359e-02
2.999999999999999889e-01,0.000000000000000000e+00,1.613757273462287145e+01,3.147098882946407911e-03,1.000000000000000000e+00,4.201603896825667483e-02,-6.709194004619227492e-02
3.099999999999999978e-01,0.000000000000000000e+00,1.613761214807787425e+01,4.278520566070806615e-03,1.000000000000000000e+00,4.131043076755422372e-02,-7.268903729388476176e-02
3.200000000000000067e-01,0.000000000000000000e+00,1.613765385966110699e+01,3.913226251035135939e-03,1.000000000000000000e+00,4.055709296767878724e-02,-7.691625813981405047e-02
3.300000000000000155e-01,0.000000000000000000e+00,1.613768539758383014e+01,2.587875972483985598e-03,1.000000000000000000e+00,3.976951542920478810e-02,-7.981139120911388829e-02
3.400000000000000244e-01,0.000000000000000000e+00,1.613770348886149364e+01,1.373755889116060015e-03,1.000000000000000000e+00,3.896065231971598819e-02,-8.143964758953338434e-02
3.500000000000000333e-01,0.000000000000000000e+00,1.613771455409134958e+01,1.073353112655599890e-03,1.000000000000000000e+00,3.814262988256975073e-02,-8.189470269555702842e-02
3.600000000000000422e-01,0.000000000000000000e+00,1.613772861747182930e+01,1.724244916886202806e-03,1.000000000000000000e+00,3.732652411950129756e-02,-8.128704036262932031e-02
3.699999999999999956e-01,0.000000000000000000e+00,1.613775176594915450e+01,2.695771424272875964e-03,1.000000000000000000e+00,3.652228929910059096e-02,-7.972800453390647968e-02
3.800000000000000044e-01,0.000000000000000000e+00,1.613778246298038965e+01,3.220683214212686878e-03,1.000000000000000000e+00,3.573881864223638072e-02,-7.731950614189657400e-02
3.900000000000000133e-01,0.000000000000000000e+00,1.613781359839673257e+01,2.935847205117584919e-03,1.000000000000000000e+00,3.498404638834010094e-02,-7.415409914819631743e-02
4.000000000000000222e-01,0.000000000000000000e+00,1.613783799816342324e+01,2.066301696812698676e-03,1.000000000000000000e+00,3.426499894707488170e-02,-7.032261645071823108e-02
4.100000000000000311e-01,0.000000000000000000e+00,1.613785314272402616e+01,1.184479683496392514e-03,1.000000000000000000e+00,3.358776180202235895e-02,-6.592208536531690699e-02
4.200000000000000400e-01,0.000000000000000000e+00,1.613786204151933390e+01,7.733051810108458081e-04,1.000000000000000000e+00,3.295739960614274544e-02,-6.105770403717253325e-02
4.299999999999999933e-01,0.000000000000000000e+00,1.613787027642747063e+01,9.178196954773855908e-04,1.000000000000000000e+00,3.237790069960944095e-02,-5.583768082986310943e-02
4.400000000000000022e-01,0.000000000000000000e+00,1.613788180111533777e+01,1.312523650070635895e-03,1.000000000000000000e+00,3.185219737779215743e-02,-5.036478279196805741e-02
4.500000000000000111e-01,0.000000000000000000e+00,1.613789651463939734e+01,1.530088551678800927e-03,1.000000000000000000e+00,3.138226111338987545e-02,-4.473014961480995672e-02
4.600000000000000200e-01,0.000000000000000000e+00,1.613791096228756672e+01,1.329825865886715818e-03,1.000000000000000000e+00,3.096922736207721738e-02,-3.901265536337082673e-02
4.700000000000000289e-01,0.000000000000000000e+00,1.613792120099732585e+01,7.921127723213583233e-04,1.000000000000000000e+00,3.061349638345742252e-02,-3.328295810909792651e-02
4.800000000000000377e-01,0.000000000000000000e+00,1.613792556048987592e+01,2.155351408988364238e-04,1.000000000000000000e+00,3.031478475781432258e-02,-2.760843520418687982e-02
4.899999999999999911e-01,0.000000000000000000e+00,1.613792545662325750e+01,-1.168808962185422965e-04,1.000000000000000000e+00,3.007214249530765215e-02,-2.205525926289251051e-02
5.000000000000000000e-01,0.000000000000000000e+00,1.613792401257158104e+01,-1.245960882589164083e-04,1.000000000000000000e+00,2.988397398344458389e-02,-1.668643531299024083e-02
5.100000000000000089e-01,1.000000000000000000e+00,1.613792375616407071e+01,4.874726445682387739e-05,1.000000000000000000e+00,2.974809434753630799e-02,-1.155759185959608429e-02
5.200000000000000178e-01,1.000000000000000000e+00,1.613792508483149035e+01,1.676442036001237357e-04,1.000000000000000000e+00,2.966182511930856580e-02,-6.713635719715949080e-03
5.300000000000000266e-01,1.000000000000000000e+00,1.613792640921938215e+01,7.801422086471597700e-05,1.000000000000000000e+00,2.962210626901648491e-02,-2.188397283758047786e-03
