step,time_s,fixed_x_m,fixed_y_m,fixed_core_z_m,fixed_speed_mps,fixed_path_m,fixed_rods_on_rock,fixed_rods_over_pit,fixed_action,active_x_m,active_y_m,active_core_z_m,active_speed_mps,active_path_m,active_rods_on_rock,active_rods_over_pit,active_action
6590,65.9,0.3457,-2.66,0.1955,0.9587,47.994,3,0,roam_curve_left,0.2509,-2.2292,0.1953,0.8967,52.303,4,0,roam_curve_left
6600,66.0,0.4426,-2.6166,0.1894,1.0795,48.1,7,0,roam_curve_left,0.3414,-2.2189,0.2016,0.9784,52.395,4,0,roam_curve_left
6610,66.1,0.5338,-2.5915,0.2051,0.8928,48.195,6,0,roam_curve_left,0.4426,-2.1761,0.1886,1.1615,52.505,3,0,roam_curve_left
6620,66.2,0.6146,-2.6074,0.2041,0.8384,48.278,6,0,roam_curve_left,0.5478,-2.1138,0.1908,1.2446,52.628,3,0,roam_curve_left
6630,66.3,0.6921,-2.6465,0.1786,0.8719,48.365,6,0,boundary_turn_inward,0.6554,-2.0455,0.1826,1.3268,52.755,0,0,roam_curve_left
6640,66.4,0.7738,-2.6688,0.1993,0.6749,48.45,7,0,boundary_turn_inward,0.7655,-1.9686,0.1856,1.3443,52.889,1,0,roam_curve_left
6650,66.5,0.8307,-2.6885,0.2114,0.4421,48.51,6,0,boundary_turn_inward,0.8753,-1.8894,0.19,1.3132,53.025,2,0,roam_curve_left
6660,66.6,0.8548,-2.7186,0.2222,0.3717,48.549,5,0,boundary_turn_inward,0.9716,-1.8321,0.2123,1.0425,53.137,1,0,roam_pivot_turn
6670,66.7,0.8734,-2.7545,0.2144,0.4602,48.59,5,0,boundary_turn_inward,1.0673,-1.7754,0.1843,1.1436,53.248,1,4,roam_pivot_turn
6680,66.8,0.9018,-2.7942,0.1996,0.5208,48.639,3,0,boundary_turn_inward,1.1742,-1.7268,0.1911,1.1836,53.366,0,5,roam_pivot_turn
6690,66.9,0.9528,-2.8195,0.1905,0.6558,48.697,3,0,boundary_turn_inward,1.2812,-1.6877,0.1755,1.1286,53.48,0,4,roam_pivot_turn
6700,67.0,1.012,-2.8333,0.189,0.5925,48.758,4,0,boundary_turn_inward,1.3756,-1.6428,0.1875,0.9912,53.584,0,3,roam_pivot_turn
6710,67.1,1.0725,-2.8369,0.1915,0.6154,48.819,4,0,boundary_turn_inward,1.4641,-1.5995,0.1859,1.0003,53.683,0,1,roam_stance_pause
6720,67.2,1.1336,-2.8233,0.1879,0.6328,48.882,3,0,boundary_turn_inward,1.5484,-1.5563,0.2049,0.8755,53.778,0,0,roam_stance_pause
6730,67.3,1.188,-2.8,0.1963,0.4987,48.941,5,0,boundary_turn_inward,1.6205,-1.5224,0.2162,0.7141,53.857,0,0,roam_stance_pause
6740,67.4,1.2254,-2.7892,0.2084,0.2474,48.98,6,0,boundary_turn_inward,1.6745,-1.4977,0.2196,0.4909,53.917,2,0,roam_curve_right
6750,67.5,1.2358,-2.7835,0.2142,0.0437,48.992,6,0,roam_curve_right,1.7159,-1.4796,0.2175,0.4449,53.962,2,0,roam_curve_right
6760,67.6,1.2241,-2.766,0.2212,0.3791,49.013,6,0,roam_curve_right,1.7712,-1.4621,0.2114,0.7588,54.02,1,0,roam_curve_right
6770,67.7,1.2045,-2.747,0.2215,0.1825,49.041,6,0,roam_curve_right,1.8549,-1.445,0.211,0.8257,54.105,2,0,roam_curve_right
6780,67.8,1.1851,-2.7576,0.2176,0.2567,49.064,6,0,boundary_turn_inward,1.9332,-1.4326,0.2064,0.8132,54.185,2,0,roam_curve_right
6790,67.9,1.1582,-2.7722,0.2128,0.3567,49.095,7,0,roam_curve_right,2.0221,-1.4179,0.1783,1.0199,54.275,2,0,roam_curve_right
6800,68.0,1.1186,-2.787,0.1997,0.4865,49.137,4,0,boundary_turn_inward,2.1318,-1.4153,0.1956,1.135,54.385,2,0,roam_curve_right
6810,68.1,1.0683,-2.8061,0.1926,0.6035,49.192,5,0,roam_curve_right,2.2502,-1.4204,0.1853,1.1569,54.503,4,0,roam_curve_right
6820,68.2,0.9965,-2.8142,0.1942,0.7804,49.264,5,0,roam_curve_right,2.3483,-1.4215,0.2081,0.9411,54.602,3,0,boundary_turn_inward
6830,68.3,0.9175,-2.8225,0.1975,0.8431,49.343,3,0,roam_curve_right,2.4478,-1.4186,0.1921,0.7206,54.701,4,0,boundary_turn_inward
6840,68.4,0.819,-2.8219,0.191,1.0861,49.442,2,0,roam_curve_right,2.5189,-1.4273,0.201,0.6593,54.773,1,0,boundary_turn_inward
6850,68.5,0.7134,-2.8152,0.1941,1.0081,49.548,1,0,roam_forward_cruise,2.5845,-1.4106,0.194,0.7668,54.842,0,0,boundary_turn_inward
6860,68.6,0.6197,-2.7974,0.2272,0.9192,49.643,2,0,roam_forward_cruise,2.6508,-1.3609,0.1866,0.8912,54.925,0,0,boundary_turn_inward
6870,68.7,0.5383,-2.7718,0.2335,0.8114,49.729,0,0,roam_forward_cruise,2.7078,-1.2882,0.1864,0.9486,55.017,0,0,boundary_turn_inward
6880,68.8,0.4793,-2.7334,0.2255,0.6257,49.8,2,0,roam_forward_cruise,2.7496,-1.1983,0.1875,1.0244,55.117,1,0,roam_forward_cruise
6890,68.9,0.4553,-2.6759,0.227,0.6329,49.863,3,0,roam_forward_cruise,2.7822,-1.1005,0.1836,1.0433,55.22,1,0,roam_forward_cruise
6900,69.0,0.4596,-2.6061,0.1973,0.7432,49.934,8,0,roam_forward_cruise,2.8105,-1.0003,0.1857,1.0498,55.324,1,0,boundary_turn_inward
6910,69.1,0.4924,-2.5559,0.2171,0.4771,49.994,6,0,roam_forward_cruise,2.8371,-0.9041,0.187,0.9258,55.424,2,0,boundary_turn_inward
6920,69.2,0.5191,-2.5377,0.2276,0.2318,50.027,8,0,roam_forward_cruise,2.8663,-0.8153,0.1885,0.938,55.517,2,0,boundary_turn_inward
6930,69.3,0.5451,-2.5393,0.2351,0.3358,50.053,8,0,roam_forward_cruise,2.883,-0.7207,0.1854,0.9749,55.613,1,0,boundary_turn_inward
6940,69.4,0.5842,-2.5425,0.2355,0.4219,50.092,7,0,roam_curve_left,2.8941,-0.6213,0.1924,1.0394,55.714,1,0,roam_curve_left
6950,69.5,0.63,-2.5677,0.2309,0.6892,50.145,7,0,roam_curve_left,2.8967,-0.5131,0.1851,1.1817,55.822,1,0,roam_curve_left
6960,69.6,0.6889,-2.6193,0.2094,0.852,50.223,6,0,boundary_turn_inward,2.8923,-0.3903,0.1865,1.248,55.945,1,0,roam_curve_left
6970,69.7,0.748,-2.6744,0.1843,0.6966,50.304,6,0,boundary_turn_inward,2.881,-0.2678,0.1989,1.1137,56.068,2,0,roam_curve_left
6980,69.8,0.796,-2.7205,0.2086,0.6708,50.371,5,0,boundary_turn_inward,2.8639,-0.1604,0.2116,1.1254,56.176,1,0,roam_curve_left
6990,69.9,0.8386,-2.7636,0.2078,0.5779,50.431,2,0,boundary_turn_inward,2.8377,-0.051,0.1946,0.8062,56.29,2,0,roam_curve_left
7000,70.0,0.885,-2.7998,0.2036,0.5614,50.49,2,0,boundary_turn_inward,2.7732,0.0014,0.2154,0.8549,56.373,2,0,roam_curve_left
7010,70.1,0.9294,-2.8283,0.2089,0.538,50.543,3,0,boundary_turn_inward,2.728,0.0169,0.2271,0.2318,56.426,1,0,roam_curve_left
7020,70.2,0.9833,-2.8492,0.1892,0.6182,50.601,3,0,boundary_turn_inward,2.7157,-0.0047,0.2245,0.3325,56.451,1,0,roam_pivot_turn
7030,70.3,1.0517,-2.8467,0.1867,0.7119,50.67,5,0,boundary_turn_inward,2.6914,-0.051,0.2039,0.6791,56.503,0,0,roam_pivot_turn
7040,70.4,1.1202,-2.8265,0.1847,0.6853,50.741,5,0,boundary_turn_inward,2.6388,-0.1031,0.1834,0.8246,56.578,0,0,roam_pivot_turn
7050,70.5,1.1776,-2.8011,0.1933,0.5997,50.804,6,0,boundary_turn_inward,2.5591,-0.1433,0.1877,0.9128,56.667,0,0,roam_pivot_turn
7060,70.6,1.2244,-2.7854,0.2025,0.4295,50.854,6,0,boundary_turn_inward,2.4659,-0.1752,0.1868,1.0361,56.766,0,0,roam_pivot_turn
7070,70.7,1.2652,-2.7848,0.2047,0.3758,50.895,8,0,boundary_turn_inward,2.3635,-0.1997,0.1868,1.0319,56.871,0,0,roam_stance_pause
7080,70.8,1.3007,-2.7935,0.2048,0.3787,50.931,7,0,boundary_turn_inward,2.2654,-0.2218,0.2053,0.986,56.972,0,1,roam_stance_pause
7090,70.9,1.3407,-2.8061,0.1985,0.4381,50.973,8,0,boundary_turn_inward,2.1806,-0.2409,0.2171,0.7553,57.059,0,1,roam_stance_pause
7100,71.0,1.3826,-2.7982,0.1946,0.4541,51.017,8,0,boundary_turn_inward,2.1146,-0.2555,0.2154,0.6119,57.126,1,0,roam_curve_right
7110,71.1,1.4236,-2.8034,0.21,0.3823,51.06,7,0,boundary_emergency_brake,2.0601,-0.2539,0.2145,0.5949,57.181,2,0,roam_curve_right
7120,71.2,1.4555,-2.8174,0.2067,0.2236,51.095,7,0,boundary_emergency_brake,1.9882,-0.2258,0.2118,0.9458,57.259,2,0,roam_curve_right
7130,71.3,1.4685,-2.8191,0.2002,0.091,51.108,7,0,boundary_turn_inward,1.8977,-0.1751,0.1947,1.0535,57.363,2,0,roam_curve_right
7140,71.4,1.4753,-2.8053,0.2015,0.2931,51.124,7,0,roam_curve_right,1.8225,-0.1065,0.1886,1.1428,57.464,2,0,roam_curve_right
7150,71.5,1.4877,-2.774,0.2074,0.3467,51.158,8,0,roam_curve_right,1.7423,-0.0148,0.1908,1.2417,57.586,1,0,roam_curve_right
7160,71.6,1.5039,-2.7589,0.2147,0.1353,51.181,8,0,boundary_turn_inward,1.6606,0.0811,0.1859,1.2994,57.712,1,0,roam_curve_right
7170,71.7,1.5058,-2.7761,0.2123,0.2839,51.202,7,0,boundary_emergency_brake,1.579,0.1859,0.1849,1.3483,57.845,1,0,roam_curve_right
7180,71.8,1.4992,-2.7931,0.2114,0.1469,51.22,6,0,boundary_turn_inward,1.4998,0.2961,0.1897,1.3586,57.981,2,0,roam_curve_right
7190,71.9,1.4887,-2.8048,0.1952,0.1767,51.236,7,0,boundary_turn_inward,1.4234,0.4102,0.1932,1.3706,58.118,2,2,roam_curve_right
7200,72.0,1.461,-2.8049,0.1992,0.4828,51.264,6,0,roam_curve_right,1.35,0.5232,0.2005,1.203,58.253,1,5,roam_curve_right
7210,72.1,1.412,-2.7894,0.2049,0.5144,51.316,6,0,roam_forward_cruise,1.2635,0.6141,0.1981,1.3459,58.378,1,6,roam_forward_cruise
7220,72.2,1.371,-2.7788,0.2201,0.3655,51.358,8,0,roam_forward_cruise,1.184,0.7274,0.1863,1.3221,58.517,1,6,roam_forward_cruise
7230,72.3,1.3375,-2.7522,0.2346,0.4998,51.402,7,0,roam_forward_cruise,1.1322,0.8486,0.2021,1.3022,58.649,1,3,roam_forward_cruise
7240,72.4,1.3046,-2.727,0.2308,0.3508,51.444,9,0,roam_forward_cruise,1.0865,0.9719,0.1911,1.335,58.781,1,1,roam_forward_cruise
7250,72.5,1.2725,-2.7267,0.2356,0.2793,51.476,9,0,roam_forward_cruise,1.0436,1.0982,0.2078,1.3373,58.914,0,0,roam_forward_cruise
7260,72.6,1.2509,-2.7331,0.2356,0.1772,51.499,9,0,boundary_turn_inward,1.0001,1.2281,0.1925,1.3885,59.051,2,0,roam_forward_cruise
7270,72.7,1.2426,-2.748,0.2324,0.2165,51.517,8,0,boundary_turn_inward,0.9567,1.36,0.2136,1.4008,59.19,5,0,roam_forward_cruise
7280,72.8,1.2439,-2.7821,0.227,0.4659,51.551,6,0,boundary_turn_inward,0.9037,1.4575,0.216,0.7758,59.304,7,0,roam_forward_cruise
7290,72.9,1.2408,-2.8365,0.2025,0.5898,51.605,6,0,boundary_turn_inward,0.838,1.487,0.2386,0.7307,59.376,7,0,roam_forward_cruise
7300,73.0,1.2188,-2.8898,0.1919,0.5819,51.663,2,0,boundary_emergency_brake,0.7761,1.4979,0.2446,0.5585,59.44,6,0,roam_curve_left
7310,73.1,1.1911,-2.9336,0.2101,0.4734,51.715,0,0,boundary_emergency_brake,0.7227,1.492,0.2394,0.5445,59.494,7,0,roam_curve_left
7320,73.2,1.1731,-2.964,0.2133,0.2418,51.751,0,0,boundary_emergency_brake,0.6663,1.4659,0.2441,0.6386,59.556,7,0,roam_curve_left
7330,73.3,1.1669,-2.9764,0.2018,0.0626,51.765,0,0,boundary_turn_inward,0.6038,1.4187,0.2246,0.9292,59.635,5,0,roam_curve_left
7340,73.4,1.1644,-2.9649,0.1988,0.2863,51.778,0,0,roam_curve_left,0.5509,1.3304,0.2012,1.1249,59.738,5,0,roam_curve_left
7350,73.5,1.1422,-2.9299,0.2088,0.5455,51.82,3,0,roam_curve_left,0.5508,1.2604,0.2279,0.5632,59.813,3,0,roam_curve_left
7360,73.6,1.093,-2.8764,0.197,0.8674,51.893,3,0,roam_curve_left,0.5813,1.2133,0.2388,0.5785,59.869,3,0,roam_curve_left
7370,73.7,1.017,-2.8123,0.196,0.9135,51.992,5,0,roam_curve_left,0.64,1.1613,0.208,1.038,59.949,1,0,roam_curve_left
7380,73.8,0.9488,-2.7894,0.2193,0.6812,52.065,4,0,roam_pivot_turn,0.7324,1.1078,0.1755,1.1357,60.056,2,0,roam_pivot_turn
7390,73.9,0.8824,-2.7822,0.201,0.6794,52.133,4,0,boundary_turn_inward,0.8268,1.0427,0.191,1.1537,60.17,0,0,roam_pivot_turn
7400,74.0,0.8144,-2.7981,0.1975,0.745,52.203,3,0,roam_pivot_turn,0.9213,0.9697,0.1833,1.2316,60.29,0,0,roam_pivot_turn
7410,74.1,0.7305,-2.7817,0.1785,0.9019,52.288,3,0,roam_pivot_turn,1.0123,0.8866,0.1844,1.254,60.413,0,0,roam_pivot_turn
7420,74.2,0.6438,-2.7433,0.1921,0.9613,52.383,3,0,roam_pivot_turn,1.1027,0.7995,0.1865,1.2524,60.539,0,3,roam_pivot_turn
7430,74.3,0.5571,-2.6977,0.1846,0.9579,52.481,5,0,roam_stance_pause,1.1887,0.7164,0.194,1.1778,60.658,1,6,roam_stance_pause
7440,74.4,0.4757,-2.6552,0.2096,0.839,52.573,4,0,roam_stance_pause,1.27,0.6404,0.1952,0.8576,60.77,2,7,roam_stance_pause
7450,74.5,0.4145,-2.6466,0.219,0.5189,52.636,4,0,roam_stance_pause,1.277,0.5778,0.1922,0.4143,60.834,0,7,roam_stance_pause
7460,74.6,0.375,-2.6591,0.2063,0.3922,52.678,4,0,roam_curve_right,1.2752,0.5476,0.1983,0.3406,60.864,1,5,roam_curve_right
7470,74.7,0.3302,-2.6823,0.2019,0.6218,52.728,4,0,boundary_turn_inward,1.2718,0.4958,0.2002,0.6132,60.916,1,5,roam_curve_right
7480,74.8,0.2739,-2.7019,0.1834,0.5723,52.788,3,0,boundary_turn_inward,1.2704,0.4354,0.1953,0.5852,60.976,1,2,roam_curve_right
7490,74.9,0.2126,-2.7004,0.2051,0.6671,52.85,2,0,roam_curve_right,1.2765,0.3808,0.214,0.5316,61.031,2,2,roam_curve_right
7500,75.0,0.1355,-2.6844,0.1926,0.9754,52.928,4,0,roam_curve_right,1.2835,0.3262,0.1991,0.6859,61.087,3,0,roam_curve_right
7510,75.1,0.0335,-2.652,0.1895,1.1155,53.036,5,0,roam_curve_right,1.291,0.2549,0.21,0.6119,61.16,4,0,roam_curve_right
7520,75.2,-0.0612,-2.6171,0.2016,0.8137,53.137,6,0,roam_curve_right,1.3289,0.2244,0.2187,0.3954,61.209,1,0,roam_curve_right
7530,75.3,-0.1366,-2.5911,0.2108,0.7521,53.216,6,0,roam_curve_right,1.3722,0.2288,0.2114,0.5431,61.254,2,0,roam_curve_right
7540,75.4,-0.2008,-2.5917,0.2196,0.6081,53.282,5,0,roam_curve_right,1.4468,0.238,0.2065,0.9692,61.329,3,0,roam_curve_right
7550,75.5,-0.2626,-2.6173,0.2015,0.7971,53.349,5,1,roam_curve_right,1.5544,0.2352,0.1891,1.1895,61.437,2,0,roam_curve_right
7560,75.6,-0.3453,-2.647,0.2042,0.7478,53.437,2,1,roam_curve_right,1.6663,0.2143,0.1957,0.9552,61.551,1,0,roam_curve_right
7570,75.7,-0.3901,-2.6968,0.2179,0.6626,53.505,2,0,boundary_turn_inward,1.7373,0.1543,0.2008,0.9681,61.644,1,0,roam_forward_cruise
7580,75.8,-0.4381,-2.7469,0.1943,0.5565,53.575,3,0,boundary_turn_inward,1.7925,0.0838,0.2215,0.8654,61.735,1,0,roam_forward_cruise
7590,75.9,-0.4938,-2.7637,0.1965,0.5504,53.633,3,0,boundary_turn_inward,1.8311,0.0083,0.2167,0.7669,61.82,1,0,roam_forward_cruise
7600,76.0,-0.5245,-2.762,0.2036,0.1478,53.665,2,0,roam_forward_cruise,1.8134,-0.0628,0.2273,0.7746,61.895,2,0,roam_forward_cruise
7610,76.1,-0.5255,-2.7563,0.2062,0.1511,53.674,3,0,roam_forward_cruise,1.7722,-0.1356,0.2003,1.0387,61.979,2,0,roam_forward_cruise
7620,76.2,-0.5001,-2.7584,0.1987,0.2917,53.699,2,0,boundary_turn_inward,1.6826,-0.2055,0.2178,1.1584,62.093,2,0,roam_forward_cruise
7630,76.3,-0.4784,-2.7593,0.2024,0.1324,53.721,2,0,boundary_turn_inward,1.5834,-0.2703,0.1809,1.3554,62.211,1,0,roam_forward_cruise
7640,76.4,-0.4659,-2.7583,0.197,0.0667,53.733,3,0,boundary_arc_away,1.458,-0.3277,0.1958,1.3793,62.349,1,0,roam_forward_cruise
7650,76.5,-0.4635,-2.7551,0.211,0.0453,53.738,2,0,roam_forward_cruise,1.3307,-0.3848,0.1907,1.3788,62.489,1,0,roam_forward_cruise
7660,76.6,-0.4663,-2.7506,0.1983,0.1495,53.743,2,0,roam_curve_left,1.2086,-0.4349,0.2126,1.2099,62.621,3,0,roam_curve_left
7670,76.7,-0.4873,-2.7332,0.2149,0.3197,53.771,2,0,roam_curve_left,1.0906,-0.469,0.1839,1.2966,62.744,5,0,roam_curve_left
7680,76.8,-0.518,-2.7202,0.2039,0.3936,53.805,2,0,boundary_turn_inward,0.986,-0.5226,0.2162,0.9816,62.862,5,0,roam_curve_left
7690,76.9,-0.5421,-2.7223,0.2028,0.0889,53.83,2,1,roam_curve_left,0.9056,-0.5751,0.2275,0.9817,62.958,4,0,roam_curve_left
7700,77.0,-0.5417,-2.6978,0.2124,0.3513,53.854,2,1,roam_curve_left,0.8211,-0.6337,0.203,1.0615,63.061,3,0,roam_curve_left
7710,77.1,-0.5587,-2.6645,0.2171,0.3441,53.892,3,2,roam_curve_left,0.7351,-0.7119,0.1865,1.3157,63.178,1,0,roam_curve_left
7720,77.2,-0.5791,-2.6624,0.211,0.1066,53.914,2,1,roam_curve_left,0.6451,-0.8059,0.1872,1.2971,63.308,1,0,roam_curve_left
7730,77.3,-0.5883,-2.6422,0.2235,0.3445,53.936,2,1,roam_curve_left,0.5574,-0.91,0.1915,1.3834,63.444,0,0,roam_curve_left
7740,77.4,-0.593,-2.6,0.2036,0.4646,53.979,3,3,roam_pivot_turn,0.4673,-1.0146,0.1862,1.3961,63.582,0,0,roam_pivot_turn
7750,77.5,-0.6,-2.5548,0.2018,0.4072,54.025,4,4,roam_pivot_turn,0.3741,-1.1195,0.1837,1.4191,63.722,0,0,roam_pivot_turn
7760,77.6,-0.6079,-2.5095,0.2047,0.5395,54.071,2,7,roam_pivot_turn,0.2783,-1.2249,0.1811,1.4212,63.865,0,0,roam_pivot_turn
7770,77.7,-0.6156,-2.4548,0.1918,0.5668,54.127,1,9,roam_pivot_turn,0.1817,-1.3281,0.1851,1.4004,64.006,0,0,roam_pivot_turn
7780,77.8,-0.5609,-2.4113,0.1569,0.7468,54.197,2,11,roam_pivot_turn,0.085,-1.4296,0.181,1.4064,64.146,1,0,roam_pivot_turn
7790,77.9,-0.5099,-2.3599,0.1563,0.6057,54.27,3,12,roam_stance_pause,-0.009,-1.5216,0.1945,0.926,64.278,1,0,roam_stance_pause
7800,78.0,-0.4724,-2.3191,0.1717,0.5142,54.325,2,10,roam_stance_pause,-0.0414,-1.5524,0.2863,0.3351,64.323,1,0,roam_stance_pause
7810,78.1,-0.4519,-2.2966,0.1775,0.1739,54.356,2,9,roam_stance_pause,-0.0668,-1.5753,0.3061,0.3468,64.357,1,0,roam_stance_pause
7820,78.2,-0.4466,-2.2902,0.1714,0.0585,54.364,2,9,roam_curve_right,-0.0961,-1.6094,0.2427,0.4153,64.402,1,0,roam_curve_right
7830,78.3,-0.4401,-2.2764,0.191,0.238,54.38,2,7,roam_curve_right,-0.1379,-1.6345,0.2377,0.5629,64.451,1,0,roam_curve_right
7840,78.4,-0.4187,-2.2513,0.1922,0.4847,54.413,2,6,roam_curve_right,-0.1952,-1.6696,0.2126,0.8932,64.518,3,0,roam_curve_right
7850,78.5,-0.3683,-2.2092,0.176,0.6187,54.478,2,5,roam_curve_right,-0.2855,-1.7181,0.1915,1.058,64.621,2,0,roam_curve_right
7860,78.6,-0.3218,-2.1803,0.1932,0.5277,54.533,1,3,roam_curve_right,-0.3657,-1.7486,0.2002,0.736,64.707,0,0,roam_curve_right
7870,78.7,-0.2642,-2.1698,0.2093,0.664,54.592,1,1,roam_curve_right,-0.4376,-1.7693,0.1991,0.86,64.781,1,0,roam_curve_right
7880,78.8,-0.1818,-2.1694,0.1982,0.9932,54.675,2,0,roam_curve_right,-0.5338,-1.7884,0.1915,1.1523,64.88,0,0,roam_curve_right
7890,78.9,-0.0698,-2.1775,0.1882,1.2303,54.787,3,0,roam_curve_right,-0.651,-1.8026,0.1858,1.2248,64.998,0,0,roam_curve_right
7900,79.0,0.0552,-2.1941,0.184,1.2934,54.913,5,0,roam_curve_right,-0.7756,-1.8091,0.187,1.2623,65.122,0,0,roam_curve_right
7910,79.1,0.1849,-2.2178,0.1876,1.3252,55.045,6,0,roam_curve_right,-0.907,-1.8114,0.1881,1.3446,65.254,0,0,roam_curve_right
7920,79.2,0.3056,-2.2255,0.1889,1.1976,55.166,6,0,roam_curve_right,-1.0429,-1.8074,0.1867,1.3578,65.39,0,0,roam_curve_right
7930,79.3,0.4075,-2.213,0.2065,0.9512,55.269,6,0,roam_forward_cruise,-1.1791,-1.8035,0.2025,1.3849,65.526,0,0,roam_forward_cruise
7940,79.4,0.5001,-2.2014,0.2157,0.9501,55.363,5,0,roam_forward_cruise,-1.3209,-1.8136,0.2163,1.5048,65.669,0,0,roam_forward_cruise
7950,79.5,0.5992,-2.2184,0.2325,1.0113,55.464,6,0,roam_forward_cruise,-1.4718,-1.8389,0.1967,1.5668,65.822,3,0,roam_forward_cruise
7960,79.6,0.693,-2.2508,0.2207,0.9565,55.564,7,0,roam_forward_cruise,-1.6309,-1.888,0.2012,1.6381,65.988,5,0,roam_forward_cruise
7970,79.7,0.7466,-2.2703,0.267,0.3847,55.622,5,0,roam_forward_cruise,-1.7477,-1.9429,0.2578,1.2184,66.117,6,0,roam_forward_cruise
7980,79.8,0.7858,-2.2709,0.272,0.3774,55.661,6,0,roam_forward_cruise,-1.8601,-1.9965,0.2472,1.2503,66.242,7,0,boundary_turn_inward
7990,79.9,0.8125,-2.2477,0.264,0.3398,55.698,6,0,roam_forward_cruise,-1.9773,-2.0448,0.2388,1.3048,66.369,6,0,boundary_turn_inward
8000,80.0,0.8258,-2.2284,0.2624,0.1536,55.722,5,0,roam_forward_cruise,-2.0991,-2.0902,0.1701,1.286,66.499,4,0,boundary_turn_inward
8010,80.1,0.8312,-2.2205,0.2545,0.0478,55.731,4,0,roam_forward_cruise,-2.2363,-2.107,0.1993,1.3956,66.637,1,0,boundary_turn_inward
8020,80.2,0.83,-2.1952,0.2514,0.5503,55.757,4,0,roam_curve_left,-2.3757,-2.1214,0.1804,1.4095,66.777,0,0,boundary_emergency_brake
8030,80.3,0.8206,-2.1169,0.2285,0.935,55.835,2,0,roam_curve_left,-2.5077,-2.1335,0.2264,1.2731,66.91,0,0,boundary_emergency_brake
8040,80.4,0.7942,-2.024,0.2067,0.9661,55.932,0,0,roam_curve_left,-2.6324,-2.1433,0.2351,1.1771,67.035,0,0,boundary_emergency_brake
8050,80.5,0.7565,-1.9256,0.1934,1.1542,56.038,1,0,roam_curve_left,-2.7318,-2.1521,0.2441,0.7785,67.135,0,0,boundary_emergency_brake
8060,80.6,0.7004,-1.8193,0.1868,1.2481,56.158,1,0,roam_curve_left,-2.7997,-2.1583,0.2453,0.634,67.203,0,0,boundary_emergency_brake
8070,80.7,0.6331,-1.7411,0.2007,0.8568,56.263,1,0,roam_curve_left,-2.8389,-2.1589,0.2305,0.1711,67.242,0,0,boundary_emergency_brake
8080,80.8,0.5518,-1.6866,0.1823,1.0517,56.361,1,0,roam_curve_left,-2.8458,-2.1531,0.2014,0.122,67.254,0,0,roam_curve_left
8090,80.9,0.4545,-1.6369,0.1942,1.1137,56.47,1,0,roam_curve_left,-2.8538,-2.122,0.2206,0.5073,67.286,0,0,roam_curve_left
8100,81.0,0.3578,-1.5862,0.175,1.0829,56.58,0,0,roam_pivot_turn,-2.8724,-2.0751,0.1946,0.4795,67.337,0,0,roam_pivot_turn
8110,81.1,0.2625,-1.5278,0.1888,1.125,56.691,0,0,roam_pivot_turn,-2.869,-2.0089,0.1982,0.8143,67.404,0,0,roam_pivot_turn
8120,81.2,0.1695,-1.4619,0.1786,1.1416,56.805,0,0,roam_pivot_turn,-2.8508,-1.9295,0.1788,0.8543,67.486,0,0,roam_pivot_turn
8130,81.3,0.0818,-1.3875,0.1872,1.1523,56.92,0,0,roam_pivot_turn,-2.8173,-1.8412,0.1908,0.9697,67.58,0,0,roam_pivot_turn
8140,81.4,-0.0027,-1.3105,0.1832,1.1528,57.035,1,0,roam_pivot_turn,-2.7716,-1.7506,0.1854,1.0488,67.682,0,0,roam_pivot_turn
8150,81.5,-0.0818,-1.2286,0.1857,1.1243,57.149,1,0,roam_stance_pause,-2.7142,-1.6616,0.1839,1.0327,67.788,0,0,roam_stance_pause
8160,81.6,-0.153,-1.1548,0.2116,0.869,57.251,3,0,roam_stance_pause,-2.6595,-1.5785,0.2075,0.9735,67.887,0,0,roam_stance_pause
8170,81.7,-0.1795,-1.0974,0.241,0.5403,57.315,4,0,roam_stance_pause,-2.6106,-1.5049,0.2149,0.7667,67.976,0,0,roam_stance_pause
8180,81.8,-0.1854,-1.0517,0.2176,0.3507,57.363,4,0,roam_curve_right,-2.5729,-1.4487,0.2157,0.6217,68.043,0,0,roam_curve_right
8190,81.9,-0.1279,-1.0332,0.2024,0.7903,57.424,4,0,roam_curve_right,-2.5352,-1.4026,0.216,0.6605,68.103,1,0,roam_curve_right
8200,82.0,-0.0335,-1.0206,0.1994,0.9526,57.519,1,0,roam_curve_right,-2.4749,-1.3537,0.2019,0.8568,68.181,2,0,roam_curve_right
8210,82.1,0.0712,-1.014,0.1914,1.1597,57.624,0,0,roam_curve_right,-2.3893,-1.3264,0.2091,0.9338,68.272,1,0,roam_curve_right
8220,82.2,0.1928,-1.0165,0.1852,1.2438,57.746,0,0,roam_curve_right,-2.3196,-1.3443,0.2222,0.6665,68.344,3,0,roam_curve_right
8230,82.3,0.3197,-1.0256,0.1866,1.2845,57.873,0,0,roam_curve_right,-2.2484,-1.3862,0.2008,0.9743,68.427,3,0,roam_curve_right
8240,82.4,0.4498,-1.0412,0.186,1.3416,58.004,0,0,roam_curve_right,-2.1643,-1.4561,0.1933,1.0622,68.537,3,0,roam_curve_right
8250,82.5,0.5838,-1.065,0.1824,1.3721,58.14,0,0,roam_curve_right,-2.083,-1.5215,0.184,1.1173,68.641,5,0,roam_curve_right
